index,Country,Human Development Index (HDI),Life expectancy at birth,Expected years of schooling,Mean years of schooling,Gross national income (GNI) per capita,HDI rank,Gender Development Index,GDI Group,HDI Female,HDI Male,Life expectancy at birth Female,Life expectancy at birth Male,Expected years of schooling Female,Expected years of schooling Male,Mean years of schooling Female,Mean years of schooling Male,Estimated  gross national income per capita,GNI Male,Youth literacy rate Female,Youth literacy rate Male,Population with at least some secondary education,Pre-primary,Primary,Secondary,Tertiary,Primary school dropout rate,Lower secondary retention,Government expenditure on education,Exports and imports,Stock of immigrants,International student mobility,International inbound tourists,Share of internet users,Share of female internet users,Lost health expectancy,"Physicians per 10,000 people","Hospital beds per 10,000 people","Pupil–teacher ratio, primary school",Primary schools with access to the Internet,Secondary schools with access to the Internet,PISA Reading,PISA Math,PISA Science,Share of vulnerable employment,Share of rural population with access to electricity,Share of population with safe drinking water,Share of population with sanitation services,Male to female births,Gender enrolment ratio pre-primary,Gender enrolment ratio primary,Gender enrolment ratio secondary,Youth unemployment rate gender ratio,At least some secondary education gender ratio,Total unemployment rate gender ratio,Share of female employment in nonagriculture,Share of seats held by women in parliament,Share of seats held by women in local government,Share of hour women spent on unpaid domestic chores and care work,Time spent on unpaid domestic chores and care work gender ratio,Old-age pension recipients gender ratio,Share of women married by age 18,Share of female in STEM tertiary education programs,Share of female STEM tertiary education graduates,Female share of employment in senior and middle management,Women with account at financial institution or with mobile money-service provider,Days of mandatory paid maternity leave,Share of violence against women ever experienced by intimate partner,Share of violence against women ever experienced by nonintimate partner,Share of skilled labour force,Ratio of education and health expenditure to military expenditure,Gender Inequality Index,GII Rank,Maternal mortality ratio,Adolescent birth rate,Share of seats in parliament held by women,Share at least some secondary education Female,Share at least some secondary education Male,Labour force participation rate Female,Labour force participation rate Male
9681145,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,,,,,,,12.83932715622884,1.8538028383652736,5.261808842081096,41.670995276390705,—,—,—,—,—,79.11824102590748,27.19062741110263,..,..,1.0414994574702114,1.0099421536886393,0.938963656092615,0.8419112913939343,1.3244649820412457,0.5705578387224095,1.3990116058716482,44.980508072343675,22.16024340750089,—,—,—,..,39.124853703049,..,..,..,26.273265575960774,88.24242424242425,31.59036708287159,..,21.52563601146869,4.208145246117207,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681146,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,44.19895022368877,1.7623889914953366,-3.4033590637102344,22868.9,23.566430880734504,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681147,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,44.19895022368877,1.7623889914953366,-3.4033590637102344,22868.9,23.566430880734504,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.52563601146869,4.208145246117207,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681148,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,44.19895022368877,1.7623889914953366,-3.4033590637102344,22868.9,23.566430880734504,..,,,,,,,,,,,,,,,,,,,,,,,,,,,39.124853703049,..,..,..,26.273265575960774,88.24242424242425,31.59036708287159,..,,,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681149,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,44.19895022368877,1.7623889914953366,-3.4033590637102344,22868.9,23.566430880734504,..,,,,,,,,,,,,,,,,,,,,,,,,,,,39.124853703049,..,..,..,26.273265575960774,88.24242424242425,31.59036708287159,..,21.52563601146869,4.208145246117207,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681150,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,44.19895022368877,1.7623889914953366,-3.4033590637102344,22868.9,23.566430880734504,..,,,,,,,,,,,,,,1.0414994574702114,1.0099421536886393,0.938963656092615,0.8419112913939343,1.3244649820412457,0.5705578387224095,1.3990116058716482,44.980508072343675,22.16024340750089,—,—,—,..,,,,,,,,,,,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681151,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,44.19895022368877,1.7623889914953366,-3.4033590637102344,22868.9,23.566430880734504,..,,,,,,,,,,,,,,1.0414994574702114,1.0099421536886393,0.938963656092615,0.8419112913939343,1.3244649820412457,0.5705578387224095,1.3990116058716482,44.980508072343675,22.16024340750089,—,—,—,..,,,,,,,,,21.52563601146869,4.208145246117207,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681152,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,44.19895022368877,1.7623889914953366,-3.4033590637102344,22868.9,23.566430880734504,..,,,,,,,,,,,,,,1.0414994574702114,1.0099421536886393,0.938963656092615,0.8419112913939343,1.3244649820412457,0.5705578387224095,1.3990116058716482,44.980508072343675,22.16024340750089,—,—,—,..,39.124853703049,..,..,..,26.273265575960774,88.24242424242425,31.59036708287159,..,,,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681153,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,44.19895022368877,1.7623889914953366,-3.4033590637102344,22868.9,23.566430880734504,..,,,,,,,,,,,,,,1.0414994574702114,1.0099421536886393,0.938963656092615,0.8419112913939343,1.3244649820412457,0.5705578387224095,1.3990116058716482,44.980508072343675,22.16024340750089,—,—,—,..,39.124853703049,..,..,..,26.273265575960774,88.24242424242425,31.59036708287159,..,21.52563601146869,4.208145246117207,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681154,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,44.19895022368877,1.7623889914953366,-3.4033590637102344,22868.9,23.566430880734504,..,12.83932715622884,1.8538028383652736,5.261808842081096,41.670995276390705,—,—,—,—,—,79.11824102590748,27.19062741110263,..,..,,,,,,,,,,,,,,,,,,,,,,,,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681155,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,44.19895022368877,1.7623889914953366,-3.4033590637102344,22868.9,23.566430880734504,..,12.83932715622884,1.8538028383652736,5.261808842081096,41.670995276390705,—,—,—,—,—,79.11824102590748,27.19062741110263,..,..,,,,,,,,,,,,,,,,,,,,,,21.52563601146869,4.208145246117207,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681156,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,44.19895022368877,1.7623889914953366,-3.4033590637102344,22868.9,23.566430880734504,..,12.83932715622884,1.8538028383652736,5.261808842081096,41.670995276390705,—,—,—,—,—,79.11824102590748,27.19062741110263,..,..,,,,,,,,,,,,,,39.124853703049,..,..,..,26.273265575960774,88.24242424242425,31.59036708287159,..,,,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681157,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,44.19895022368877,1.7623889914953366,-3.4033590637102344,22868.9,23.566430880734504,..,12.83932715622884,1.8538028383652736,5.261808842081096,41.670995276390705,—,—,—,—,—,79.11824102590748,27.19062741110263,..,..,,,,,,,,,,,,,,39.124853703049,..,..,..,26.273265575960774,88.24242424242425,31.59036708287159,..,21.52563601146869,4.208145246117207,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681158,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,44.19895022368877,1.7623889914953366,-3.4033590637102344,22868.9,23.566430880734504,..,12.83932715622884,1.8538028383652736,5.261808842081096,41.670995276390705,—,—,—,—,—,79.11824102590748,27.19062741110263,..,..,1.0414994574702114,1.0099421536886393,0.938963656092615,0.8419112913939343,1.3244649820412457,0.5705578387224095,1.3990116058716482,44.980508072343675,22.16024340750089,—,—,—,..,,,,,,,,,,,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681159,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,44.19895022368877,1.7623889914953366,-3.4033590637102344,22868.9,23.566430880734504,..,12.83932715622884,1.8538028383652736,5.261808842081096,41.670995276390705,—,—,—,—,—,79.11824102590748,27.19062741110263,..,..,1.0414994574702114,1.0099421536886393,0.938963656092615,0.8419112913939343,1.3244649820412457,0.5705578387224095,1.3990116058716482,44.980508072343675,22.16024340750089,—,—,—,..,,,,,,,,,21.52563601146869,4.208145246117207,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681160,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,44.19895022368877,1.7623889914953366,-3.4033590637102344,22868.9,23.566430880734504,..,12.83932715622884,1.8538028383652736,5.261808842081096,41.670995276390705,—,—,—,—,—,79.11824102590748,27.19062741110263,..,..,1.0414994574702114,1.0099421536886393,0.938963656092615,0.8419112913939343,1.3244649820412457,0.5705578387224095,1.3990116058716482,44.980508072343675,22.16024340750089,—,—,—,..,39.124853703049,..,..,..,26.273265575960774,88.24242424242425,31.59036708287159,..,,,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681161,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,44.19895022368877,1.7623889914953366,-3.4033590637102344,22868.9,23.566430880734504,..,12.83932715622884,1.8538028383652736,5.261808842081096,41.670995276390705,—,—,—,—,—,79.11824102590748,27.19062741110263,..,..,1.0414994574702114,1.0099421536886393,0.938963656092615,0.8419112913939343,1.3244649820412457,0.5705578387224095,1.3990116058716482,44.980508072343675,22.16024340750089,—,—,—,..,39.124853703049,..,..,..,26.273265575960774,88.24242424242425,31.59036708287159,..,21.52563601146869,4.208145246117207,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681162,Developing countries,0.689,71.28308588897715,12.234879100427799,7.495571114176055,10583.337094483368,—,0.919134397760747,—,0.658602758499649,0.7165467423525642,73.39721175548777,69.28709739300439,12.195626636214424,12.280386186201255,6.94085170430536,8.306877227346813,6923.24535077734,14135.783274111407,89.29040047704927,92.14936174680642,57.56555819060905,46.599381979127855,104.33704090600757,71.53918181087454,32.91322758340049,21.019142177740346,90.24903627227694,..,52.44314893661202,1.8525715694718008,-1.219650832981394,597206.0999999999,43.492130600622495,..,12.94531181739037,12.191679359828514,20.599127203735925,25.4286165026073,—,—,—,—,—,52.967013901635845,78.69960918841025,..,..,1.0703282607002769,0.9729748075153181,1.0064422731041367,0.9959237057497146,1.182060641128057,0.8500843603235085,1.2151876132134256,37.11182835571932,22.71003609892584,—,—,—,..,27.093915678964784,..,..,..,58.06501618216197,100.57142857142861,..,..,33.8883092513495,4.454366911816192,0.463,—,224.3389206305217,47.209088689896404,22.71003609892584,52.962125025879864,62.30951476560883,45.6136837050781,75.72023719457661
